epoch,train_loss,train_acc,val_loss,val_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,epoch_seconds
1,0.604913493837629,0.6745714285714286,0.47911724042892456,0.776,0.7322404371584699,0.7946666666666666,0.7426470588235294,0.788970588235294,342.98314213752747
2,0.4257131295970508,0.8134285714285714,0.30135718774795534,0.872,0.8259766615930999,0.8426666666666667,0.8336798336798337,0.8735966735966736,327.71796917915344
3,0.3549721005303519,0.8588571428571429,0.28990408343076707,0.886,0.8413701622971286,0.8733333333333333,0.8550643565111702,0.8885444901570898,327.0335373878479
4,0.29363702957970755,0.8768571428571429,0.2956998932957649,0.888,0.8506666666666667,0.8506666666666667,0.8506666666666667,0.888,325.88847517967224
5,0.26909445369243623,0.888,0.350351056933403,0.868,0.8197192841928965,0.8746666666666667,0.8390683520599251,0.873185861423221,357.32373094558716
6,0.23706497946807317,0.9074285714285715,0.32967095738649366,0.882,0.8354203935599285,0.884,0.8539885863620391,0.8859650859487526,401.8350877761841
7,0.2099496832915715,0.9174285714285715,0.3830301147699356,0.868,0.819027707144337,0.8613333333333333,0.8355885928376412,0.8720879252276847,478.1511130332947
8,0.18051402575629097,0.9237142857142857,0.32113357801735404,0.902,0.8628192809672512,0.8866666666666667,0.8736012299374196,0.9035577384422512,474.31535291671753
9,0.16017567082813808,0.9368571428571428,0.3341864921748638,0.88,0.8331396742839225,0.8853333333333333,0.8524667558423165,0.8843339365803762,475.9192955493927
10,0.14192686094982285,0.946,0.30272230853140353,0.902,0.8644686404045347,0.8813333333333333,0.8723419776051355,0.9031075610022978,478.28237318992615
11,0.12280813929864338,0.9554285714285714,0.40114207649603484,0.872,0.8242704483806957,0.88,0.8439450686641699,0.8770287141073658,477.704128742218
12,0.10245127793295043,0.9648571428571429,0.2971386318695731,0.91,0.8780241935483871,0.884,0.8809467117481785,0.9103528739463784,479.28935194015503
13,0.10125278159976006,0.9634285714285714,0.37933005908317863,0.868,0.8193297717338514,0.8506666666666667,0.832572298325723,0.8710806697108068,478.5105412006378
14,0.1269255967842681,0.9517142857142857,0.3152411536090076,0.89,0.8775764036958067,0.8173333333333334,0.8412890789572404,0.8852520040860848,478.00304341316223
15,0.10591796198274409,0.9622857142857143,0.37618092358112337,0.89,0.8472222222222222,0.8733333333333333,0.858811449107945,0.891990758567578,478.21160078048706
16,0.08766316861127105,0.9688571428571429,0.3109791027251631,0.894,0.8560291060291061,0.8653333333333333,0.8605079615738913,0.8946835109882878,478.70124220848083
17,0.06610339848377875,0.9768571428571429,0.33693873376143163,0.918,0.9005317698391055,0.876,0.8872877022635928,0.9167056119727951,478.77471113204956
18,0.090127097849335,0.9685714285714285,0.28460933312773706,0.906,0.8705533596837944,0.884,0.8769317783096187,0.9068373561803814,479.80378556251526
19,0.0721598504238895,0.9737142857142858,0.256929099842906,0.902,0.8675235215053764,0.8733333333333333,0.8703641972369056,0.9023842405193899,478.1697313785553
20,0.06726438883372715,0.9737142857142858,0.3677583183599636,0.904,0.8695752105142188,0.8773333333333333,0.873340229254185,0.9044985328576554,478.44335079193115
21,0.06782196592113801,0.9768571428571429,0.3696106297317892,0.898,0.8704202586206897,0.852,0.8605940334246306,0.8967001787676512,479.55551314353943
22,0.07330535310666476,0.974,0.3367268548840657,0.92,0.8949127687563347,0.8906666666666667,0.8927590940288264,0.9197838023335622,477.9315915107727
23,0.050043813282357796,0.9811428571428571,0.30680109367496333,0.92,0.9091485018419014,0.872,0.888420253955502,0.9181004664033385,477.9271800518036
24,0.055672475831050956,0.9805714285714285,0.261043154489249,0.926,0.9021533973919011,0.8999999999999999,0.9010689896737416,0.9259006732656324,477.88182950019836
25,0.049247942500880784,0.9831428571428571,0.2885369831649587,0.92,0.891853665744865,0.8959999999999999,0.8938969527204821,0.9202105084458023,478.93846917152405
26,0.05690487337378519,0.9797142857142858,0.24502321365845273,0.926,0.9097072557471264,0.8893333333333333,0.898862337974732,0.9250569924392764,478.495986700058
27,0.052398212290235925,0.9822857142857143,0.34121483864635227,0.89,0.8455159705159705,0.884,0.8614407142605217,0.8928936721233832,477.7529535293579
28,0.0408487697380728,0.9877142857142858,0.29591576505452394,0.914,0.8846235463882522,0.8866666666666667,0.8856376895621785,0.914113904861196,478.82567858695984
29,0.03800309960623937,0.9851428571428571,0.38643239237519444,0.914,0.8755071785268415,0.9106666666666667,0.8906625847364968,0.9159195276623662,478.95028495788574
30,0.06720795145205088,0.974,0.2708953615874052,0.912,0.874907829968712,0.9013333333333333,0.8867753623188406,0.9134963768115942,477.9958395957947
31,0.06819283199842487,0.9751428571428571,0.2821132295168936,0.912,0.8788348952191812,0.8906666666666667,0.8844926075268817,0.9126764112903227,478.8195595741272
32,0.03742296719843788,0.9865714285714285,0.2895964142503217,0.938,0.9221491228070176,0.9106666666666667,0.9162048925530477,0.9375726449520205,478.73579025268555
33,0.04305850108845958,0.9857142857142858,0.32673593163490294,0.908,0.8726106820183974,0.888,0.8798554085960844,0.9089303997158319,479.01256489753723
34,0.047792730497994595,0.9851428571428571,0.3849783627837896,0.896,0.8549791745550928,0.88,0.8661890645586299,0.8977684453227931,477.8319661617279
35,0.04022895362028586,0.9877142857142858,0.36605421352665873,0.908,0.8707446059801733,0.8933333333333333,0.8810484288048988,0.9093589027493328,478.5533802509308
36,0.04123527669354475,0.9868571428571429,0.31128406901404376,0.924,0.917647618368172,0.8746666666666667,0.8933638649425288,0.921942349137931,477.3242299556732
37,0.02491334562994806,0.9905714285714285,0.36642834086739456,0.922,0.9020986777886237,0.8866666666666667,0.8939935091410213,0.9212371772917788,477.0563883781433
38,0.055062789193487595,0.9825714285714285,0.3099201509875711,0.91,0.8780241935483871,0.884,0.8809467117481785,0.9103528739463784,478.68040204048157
39,0.042884947754043556,0.9842857142857143,0.41926913902990054,0.898,0.8593711769023734,0.876,0.8671314460788145,0.8991527675738202,477.83393907546997
40,0.03900765763981534,0.9868571428571429,0.2859366311656777,0.93,0.9075154426904599,0.9053333333333333,0.9064166118535393,0.9299060422783009,478.4032926559448
41,0.028408616683079993,0.9911428571428571,0.457616304845782,0.908,0.887311060803549,0.8613333333333333,0.8731776175036944,0.9064050817177264,478.1490128040314
42,0.03479586569565747,0.9902857142857143,0.35509505544783315,0.928,0.9114503135390863,0.8933333333333333,0.9018731328637781,0.9271898645849234,477.25896692276
43,0.038400161810551905,0.9871428571428571,0.3863728934614919,0.918,0.8859930830039526,0.9,0.8926426151211568,0.9187304596467156,478.64332938194275
44,0.02447566876768334,0.9917142857142857,0.35342972991801797,0.92,0.8904699220627259,0.8986666666666667,0.8944501910451542,0.9204154440480463,478.5418200492859
45,0.04017364359826648,0.9851428571428571,0.3623671252307249,0.914,0.8876095064619656,0.8813333333333333,0.8844030087477351,0.9136490475345581,477.5980017185211
46,0.03740024980317269,0.9885714285714285,0.3804530488140881,0.912,0.8800225662884724,0.888,0.8838952101496697,0.912456988452851,479.1347920894623
47,0.049980935930274424,0.9805714285714285,0.35606549065187576,0.91,0.8854601118111634,0.8706666666666667,0.8776848182396398,0.9091198199520524,480.547753572464
48,0.03583890113703508,0.9874285714285714,0.3761758933067322,0.9,0.8577209920795513,0.896,0.8737475759534583,0.9025331286360698,478.44587874412537
49,0.04097303808653461,0.9842857142857143,0.3680949300858192,0.902,0.8713461705264984,0.8653333333333333,0.8682731960148609,0.901600077423101,479.5913186073303
50,0.033998865331822475,0.9877142857142858,0.3556876294091344,0.91,0.8854601118111634,0.8706666666666667,0.8776848182396398,0.9091198199520524,481.3507459163666
51,0.03993468040517265,0.986,0.3470221039545722,0.908,0.8726106820183974,0.888,0.8798554085960844,0.9089303997158319,484.8352384567261
52,0.033682459482790104,0.9871428571428571,0.36922764894366267,0.906,0.8816451149425287,0.8626666666666667,0.8715278347246597,0.9048021255309728,487.2687351703644
53,0.027693887373166425,0.9911428571428571,0.433942308046855,0.9,0.8606905149705415,0.8826666666666667,0.8707048139183682,0.9014770682057966,489.8938031196594
54,0.027109482150491592,0.9942857142857143,0.4749911272150348,0.888,0.8478040505595896,0.8586666666666667,0.8529905913978495,0.8888608870967742,492.14608907699585
55,0.03543176984381197,0.986,0.3431408293247223,0.916,0.8895214681589787,0.8853333333333333,0.8873970487302676,0.9157729924502401,431.2857346534729
56,0.017982900646232466,0.9945714285714286,0.542650708204892,0.914,0.876209772602093,0.908,0.8901441411060185,0.9157405562283162,404.94404339790344
57,0.04173138644907158,0.9862857142857143,0.3559171239584684,0.918,0.8797113226530455,0.9186666666666667,0.8962335302365368,0.9199960518123699,406.13486099243164
58,0.01453401452601455,0.9957142857142857,0.4115364723578241,0.92,0.9067370712614928,0.8746666666666667,0.8890762268169314,0.9183601029372616,403.6661899089813
59,0.042881878113823144,0.9842857142857143,0.28438414265192113,0.932,0.9170293008413113,0.8986666666666667,0.9073246254824572,0.9312348721079832,431.45336532592773
60,0.02947500088711136,0.9905714285714285,0.32218843173701317,0.922,0.8952338511162041,0.8973333333333333,0.8962760440215107,0.9221033090601545,500.65899324417114
61,0.03284455332396153,0.9877142857142858,0.4438686577230692,0.896,0.8538128538128538,0.8853333333333333,0.8674659489438055,0.8982138487888426,501.25582909584045
62,0.021840879068468762,0.9925714285714285,0.39833978588291213,0.916,0.8947133516324117,0.8773333333333333,0.8855186550077411,0.9150548420157438,503.0415256023407
63,0.03562886180332862,0.9894285714285714,0.4491354170599952,0.902,0.8910483791506553,0.8386666666666667,0.860375788591847,0.8984931983062729,503.88544273376465
64,0.04705122655284192,0.9848571428571429,0.323533624259755,0.92,0.9044613660789829,0.8773333333333333,0.8897196673945169,0.9186131145371534,506.7925696372986
65,0.0259255782218783,0.9908571428571429,0.3741524535249919,0.916,0.8895214681589787,0.8853333333333333,0.8873970487302676,0.9157729924502401,508.39198112487793
66,0.03764156748041777,0.9877142857142858,0.3867923257891089,0.904,0.8684912803326507,0.88,0.873991935483871,0.9047379032258065,509.4802370071411
67,0.02612629694471668,0.9902857142857143,0.3078539837980643,0.922,0.9084591310751104,0.8786666666666667,0.8921645071917979,0.9205252418003551,509.75085067749023
68,0.03133301132202281,0.9905714285714285,0.315791914628935,0.904,0.8657175604753575,0.888,0.8758766213616336,0.9054179854775648,487.2598147392273
69,0.021579050044994802,0.9922857142857143,0.32131732740905133,0.918,0.88485849441318,0.9026666666666667,0.8931841037104195,0.9189267347162083,416.31247210502625
70,0.03581090336090087,0.9885714285714285,0.4334891812361311,0.898,0.8544691470054446,0.9,0.8726725287235796,0.9010665548182213,419.35047245025635
71,0.02922791279386729,0.9894285714285714,0.33026913629472254,0.92,0.8858257424946211,0.9093333333333333,0.8965638511346946,0.9211816545646373,418.486040353775
72,0.01928445097987008,0.9925714285714285,0.4142957340680878,0.916,0.9057572947135621,0.864,0.8821390086206896,0.9137257543103446,421.10694885253906
73,0.025984976151226354,0.9908571428571429,0.361289192289114,0.912,0.8873596682767595,0.8746666666666667,0.8807355364732414,0.9112672391360916,458.8765859603882
74,0.02541061711018639,0.9914285714285714,0.4799580397603568,0.904,0.8684912803326507,0.88,0.873991935483871,0.9047379032258065,509.5926158428192
75,0.02552172728706085,0.9894285714285714,0.4130236400440335,0.918,0.8899286987522281,0.8919999999999999,0.8909568667918446,0.9181086069606754,506.4667077064514
76,0.042498460061582075,0.9822857142857143,0.4181453234059736,0.914,0.8892543859649122,0.8786666666666667,0.8837680767671308,0.9134072171915125,509.572514295578
77,0.032340439525150165,0.9894285714285714,0.3481255996292457,0.922,0.9084591310751104,0.8786666666666667,0.8921645071917979,0.9205252418003551,509.8069612979889
78,0.028882835554158583,0.9902857142857143,0.41788233343558384,0.914,0.8860672614962252,0.8839999999999999,0.8850261231343484,0.9138845662276269,437.76994824409485
79,0.024114393527286924,0.9908571428571429,0.4088044171145884,0.918,0.8859930830039526,0.9,0.8926426151211568,0.9187304596467156,425.77211141586304
80,0.02685128404961766,0.9908571428571429,0.4104439471557271,0.904,0.890295358649789,0.8453333333333333,0.8644833427442122,0.9010728402032749,425.35857224464417
81,0.01311935205538092,0.996,0.4300753519231657,0.91,0.9006410256410255,0.852,0.8725638455133977,0.9070990433792671,426.25232696533203
82,0.02017430221484808,0.9914285714285714,0.35894847158232007,0.924,0.9079616036137775,0.8853333333333333,0.8958333333333333,0.9229166666666666,430.38354682922363
83,0.036996172110915986,0.9857142857142858,0.3725520387236029,0.908,0.8818456516464854,0.8693333333333333,0.8753144244947524,0.9072339318240956,433.5483410358429
84,0.024729648204287514,0.9905714285714285,0.4396785532973008,0.914,0.8991841491841492,0.8653333333333333,0.8804060631344737,0.9120984564038381,468.2303509712219
85,0.026399190071770655,0.9942857142857143,0.3688477262342349,0.904,0.8763316350162111,0.864,0.8698933125162632,0.9032006245120998,447.91566228866577
86,0.013510718515774768,0.9957142857142857,0.38546051301434636,0.918,0.88485849441318,0.9026666666666667,0.8931841037104195,0.9189267347162083,446.62032079696655
87,0.04193879744290773,0.9868571428571429,0.49104478501621635,0.902,0.8675235215053764,0.8733333333333333,0.8703641972369056,0.9023842405193899,450.4064736366272
88,0.03685652313820485,0.9871428571428571,0.34403481549583376,0.91,0.8807052161976665,0.8786666666666667,0.8796785009545505,0.9098791972149584,454.3273501396179
89,0.02482601298631302,0.9914285714285714,0.3610501121410634,0.912,0.8841301675616225,0.8799999999999999,0.882035003431709,0.9117621825669183,446.4741599559784
90,0.03259896734543145,0.9894285714285714,0.3383810992902145,0.93,0.904275873655914,0.9106666666666667,0.907402998026361,0.9302744575138499,446.52773332595825
91,0.03480495637309338,0.9902857142857143,0.347040339903906,0.912,0.8826666666666667,0.8826666666666667,0.8826666666666667,0.912,442.2290937900543
92,0.022116753669455647,0.9928571428571429,0.39172843998670576,0.91,0.8821883944834765,0.876,0.8790264045034437,0.9096327241640725,444.2841649055481
93,0.02507934008319197,0.9925714285714285,0.3975401129357051,0.902,0.8621031746031746,0.8893333333333333,0.8742138364779874,0.9037735849056604,446.5034258365631
94,0.017183563784163976,0.9951428571428571,0.36226923103630543,0.922,0.8888574660633484,0.9106666666666667,0.8989003468495793,0.9230631639525299,449.7087314128876
95,0.023190549099751347,0.992,0.3451673521101475,0.912,0.8826666666666667,0.8826666666666667,0.8826666666666667,0.912,451.60692596435547
96,0.02931406177108043,0.9902857142857143,0.4056574846878648,0.904,0.8657175604753575,0.888,0.8758766213616336,0.9054179854775648,456.374947309494
97,0.030663532448866007,0.9882857142857143,0.39493453607009726,0.918,0.8930306184404545,0.8866666666666667,0.8897796129920266,0.9176653709050439,458.46603417396545
98,0.01667490408539639,0.9934285714285714,0.43172875850950365,0.912,0.8873596682767595,0.8746666666666667,0.8807355364732414,0.9112672391360916,520.4793050289154
99,0.036605661352165045,0.9882857142857143,0.3702113397717476,0.904,0.8684912803326507,0.88,0.873991935483871,0.9047379032258065,499.2328317165375
100,0.02926677847580452,0.9908571428571429,0.4172157390061766,0.918,0.8914293067947838,0.8893333333333333,0.890373745314146,0.9178899352402955,466.3651463985443
101,0.015430695135013333,0.9942857142857143,0.4062173514685128,0.922,0.8911396574440054,0.9053333333333333,0.8978795607250027,0.9226948274688272,461.71893310546875
102,0.022432181653300565,0.9954285714285714,0.38613730791525447,0.92,0.8848721576755216,0.912,0.897068511198946,0.9213603425559947,458.00261306762695
103,0.0256321147684274,0.992,0.33158967099309666,0.918,0.9005317698391055,0.876,0.8872877022635928,0.9167056119727951,456.8184039592743
104,0.02018220715051783,0.9931428571428571,0.41412678564252564,0.916,0.8987445976538382,0.872,0.8842056507642427,0.9145437702640112,457.09405970573425
105,0.0282028673396978,0.9908571428571429,0.3464363033892587,0.908,0.8915507168164434,0.856,0.8716832920488273,0.9058155363638394,462.5011308193207
106,0.014064745901934137,0.9942857142857143,0.4721076209507883,0.918,0.8872141372141372,0.8973333333333333,0.892091064613765,0.9185287537833925,464.10462975502014
107,0.02852351915041384,0.9897142857142858,0.39108962413089465,0.912,0.8841301675616225,0.8799999999999999,0.882035003431709,0.9117621825669183,469.8445580005646
108,0.025338708314213105,0.9894285714285714,0.40946543279253456,0.916,0.9140921610958088,0.856,0.8799478630719626,0.9128421485902448,476.612074136734
109,0.02945229418861813,0.9922857142857143,0.31212117454223337,0.922,0.8967913520933425,0.8946666666666667,0.8957213674939438,0.921895304252964,474.10985469818115
110,0.01666623702454048,0.9942857142857143,0.3916576256557746,0.92,0.8949127687563347,0.8906666666666667,0.8927590940288264,0.9197838023335622,475.0892059803009
111,0.02323773776832968,0.9931428571428571,0.34966114332521103,0.912,0.874907829968712,0.9013333333333333,0.8867753623188406,0.9134963768115942,480.8419551849365
112,0.03480498747141766,0.9874285714285714,0.3569175646739313,0.908,0.8699256661153072,0.896,0.881628787878788,0.909564393939394,555.916472196579
113,0.014941409001276561,0.996,0.45397779227001595,0.898,0.8565386733810685,0.8866666666666667,0.8697058417769057,0.9000643806428866,598.622034072876
114,0.02737992515757547,0.9877142857142858,0.3946124589629471,0.908,0.871638762049721,0.8906666666666667,0.8804573804573805,0.9091476091476093,607.6033115386963
115,0.022013188554705784,0.9928571428571429,0.41947986754814337,0.918,0.91875,0.8573333333333333,0.8824372759856631,0.9147670250896057,609.3244495391846
116,0.022617718809616886,0.9917142857142857,0.3267057607524912,0.918,0.8947368421052632,0.8839999999999999,0.8891742127314501,0.9174347884849303,615.9183511734009
117,0.009148435755258626,0.9977142857142857,0.3787992192779202,0.926,0.9038728423974325,0.8973333333333333,0.9005328214806092,0.925698017646015,617.8582882881165
118,0.010870516579664712,0.996,0.4222149539809907,0.91,0.8720238095238095,0.9,0.8844820947246823,0.9116288024643819,554.8446743488312
119,0.025883487031961392,0.9917142857142857,0.3651047579180449,0.912,0.8767123287671232,0.896,0.8856548856548856,0.913097713097713,512.9258708953857
120,0.021285455475661106,0.992,0.40683177024673206,0.914,0.8787572721396251,0.9,0.8885311516546643,0.9151722064091995,512.3783917427063
121,0.03480026416008228,0.9891428571428571,0.36514475125643364,0.918,0.905011655011655,0.8706666666666667,0.8859685718258936,0.9161869002920319,518.011198759079
122,0.027013387394437035,0.9905714285714285,0.3968935393493157,0.916,0.8828542746512056,0.8986666666666667,0.8903027643703378,0.9168494953927161,519.4630825519562
123,0.020278210601786018,0.9934285714285714,0.43228900016820987,0.91,0.8756999341238472,0.8893333333333333,0.8821687239134647,0.9108017240024928,518.8144299983978
124,0.030755485973869717,0.9891428571428571,0.35961044919164853,0.908,0.8787388669642664,0.8746666666666667,0.8766729581331505,0.9077513726835966,525.6812598705292
125,0.01738924179482274,0.9951428571428571,0.39824177809245886,0.922,0.8937752016129032,0.8999999999999999,0.8968204835150879,0.9223058240868612,531.3265292644501
126,0.02334049761282014,0.9931428571428571,0.5264748026160523,0.896,0.8564180618975139,0.8746666666666667,0.8648648648648649,0.8972972972972972,536.4415402412415
127,0.012120665233079178,0.9974285714285714,0.4272808213280514,0.916,0.8895214681589787,0.8853333333333333,0.8873970487302676,0.9157729924502401,537.526953458786
128,0.011015206525996161,0.9965714285714286,0.4529072591708973,0.92,0.9023150762281197,0.88,0.8903508771929824,0.918859649122807,544.4614925384521
129,0.009811540100253686,0.9977142857142857,0.5136633512410044,0.904,0.890295358649789,0.8453333333333333,0.8644833427442122,0.9010728402032749,550.2612011432648
130,0.027282287900327773,0.9911428571428571,0.4804533788264962,0.914,0.882016632016632,0.892,0.8868272141071193,0.914554546650875,558.9597606658936
131,0.02768405492740151,0.9905714285714285,0.527299797588028,0.9,0.8564749883122955,0.9066666666666667,0.8759920634920635,0.9032738095238095,567.4178063869476
132,0.034586291155910914,0.9885714285714285,0.34696469591092316,0.916,0.8840067026624465,0.896,0.8897429435483872,0.9166456653225807,575.9298894405365
133,0.024963220162117588,0.992,0.46929588688677176,0.91,0.8712919977968369,0.9026666666666667,0.8850345662737404,0.9118215123319588,578.029550075531
134,0.021521463154316214,0.9937142857142857,0.3798397683091462,0.924,0.8971311561926072,0.9013333333333333,0.899202105084458,0.9241999830235125,587.3400549888611
135,0.02023906480948374,0.9925714285714285,0.4422839136720868,0.924,0.8971311561926072,0.9013333333333333,0.899202105084458,0.9241999830235125,590.3467001914978
136,0.013138848992763087,0.9962857142857143,0.4445656710388139,0.924,0.9058713262368615,0.8879999999999999,0.8964216402450992,0.9231448570618636,594.4751193523407
137,0.018922245444513725,0.9925714285714285,0.32274541778932325,0.928,0.9158949029292721,0.888,0.9007477006550652,0.9267518030834381,602.2168965339661
138,0.018252964041461903,0.9934285714285714,0.3927064161952585,0.914,0.8928699712643677,0.8733333333333333,0.8824616360246885,0.9129040722942942,604.704799413681
139,0.019693718178097955,0.994,0.47737219474837184,0.894,0.8521825396825397,0.8786666666666667,0.8639455782312925,0.8959183673469387,608.3768556118011
140,0.03228228441027126,0.9894285714285714,0.401533523326274,0.92,0.9002923389346367,0.8826666666666667,0.8909701476264202,0.9190998495388039,662.8213858604431
141,0.014359258102785264,0.9957142857142857,0.4259937131808838,0.92,0.9023150762281197,0.88,0.8903508771929824,0.918859649122807,622.6908950805664
142,0.015303989061137795,0.9942857142857143,0.3874515904150903,0.916,0.8840067026624465,0.896,0.8897429435483872,0.9166456653225807,623.9024608135223
143,0.033789958383779906,0.9874285714285714,0.44851585749909284,0.896,0.8556634694657256,0.8773333333333333,0.8655330064751029,0.8975361509340285,624.3897259235382
144,0.02494540832065312,0.9917142857142857,0.43666890251636503,0.904,0.8665651953323186,0.8853333333333333,0.8752598752598753,0.9051975051975052,632.7156584262848
145,0.020984886061766052,0.9917142857142857,0.4100080771977082,0.926,0.9038728423974325,0.8973333333333333,0.9005328214806092,0.925698017646015,637.5449547767639
146,0.014147909504610912,0.9962857142857143,0.4465000117153977,0.928,0.9074990732462549,0.8986666666666667,0.9029565892475901,0.9276056155787024,644.711617231369
147,0.021313534845864134,0.9937142857142857,0.416847238250426,0.916,0.9032825735000821,0.8666666666666667,0.8828412666532771,0.9140054897235055,656.2114722728729
148,0.01624069086237744,0.9957142857142857,0.42864948012679815,0.916,0.9032825735000821,0.8666666666666667,0.8828412666532771,0.9140054897235055,663.099470615387
149,0.010890106927636745,0.9962857142857143,0.46766487061756196,0.922,0.8984517304189434,0.8919999999999999,0.8951562172363179,0.9216816942755295,659.8203809261322
150,0.02784081590794293,0.992,0.40870020309113897,0.914,0.8808465085638999,0.8946666666666667,0.8874056695173108,0.9147660918246043,673.6600503921509
